id,zip,h5,h6r,h7,h8,h9,party,term,bluepoints,greenpoints,wonelection
330122,330,3,1,21,4,96,中國國民黨,9,3,0,NA
330126,330,2,2,19,7,96,民主進步黨,9,0,4,NA
330129,330,96,96,96,12,12,民主進步黨,9,0,0,NA
330132,330,96,96,96,12,12,民主進步黨,9,0,0,NA
330136,330,97,98,97,12,12,中國國民黨,9,0,0,NA
330138,330,96,96,96,1,96,中國國民黨,9,1,0,NA
330139,330,2,1,2,2,96,中國國民黨,9,1,3,NA
330201,330,2,2,2,2,96,民主進步黨,9,0,4,NA
330205,330,1,1,1,12,12,中國國民黨,9,3,0,NA
330206,330,2,2,2,7,96,民主進步黨,9,0,4,NA
330207,330,2,2,2,2,96,民主進步黨,9,0,4,NA
330211,330,1,1,19,12,12,中國國民黨,9,2,1,NA
330214,330,2,2,2,7,96,民主進步黨,9,0,4,NA
330228,330,1,1,1,1,96,中國國民黨,9,4,0,NA
330232,330,2,2,2,12,12,民主進步黨,9,0,3,NA
330235,330,2,2,2,2,96,民主進步黨,9,0,4,NA
330237,330,1,1,1,1,96,中國國民黨,9,4,0,NA
333101,333,1,1,97,2,96,中國國民黨,9,2,1,NA
333102,333,2,2,2,2,96,民主進步黨,9,0,4,NA
333107,333,96,92,96,12,12,沒有投票權(跳答h8),9,0,0,NA
333110,333,3,97,19,12,12,中國國民黨,9,1,1,NA
333113,333,98,97,97,12,12,民主進步黨,9,0,0,NA
333115,333,2,97,97,12,12,民主進步黨,9,0,1,NA
333116,333,96,92,96,12,12,沒有投票權(跳答h8),9,0,0,NA
333117,333,1,1,1,12,9,中國國民黨,9,4,0,NA
333118,333,4,1,1,12,12,中國國民黨,9,2,0,NA
333120,333,1,1,1,1,96,中國國民黨,9,4,0,NA
333123,333,2,2,2,12,12,民主進步黨,9,0,3,NA
333124,333,1,1,1,12,1,中國國民黨,9,4,0,NA
333126,333,3,1,1,12,12,中國國民黨,9,3,0,NA
333128,333,2,2,2,2,96,民主進步黨,9,0,4,NA
333130,333,2,2,4,2,96,民主進步黨,9,1,3,NA
333132,333,96,96,96,12,12,中國國民黨,9,0,0,NA
333133,333,2,2,2,6,96,民主進步黨,9,0,3,NA
333134,333,1,1,1,1,96,中國國民黨,9,4,0,NA
333205,333,96,92,96,8,96,沒有投票權(跳答h8),9,0,0,NA
333207,333,96,96,96,12,12,中國國民黨,9,0,0,NA
333208,333,1,2,97,12,12,民主進步黨,9,1,1,NA
333209,333,2,1,2,12,10,中國國民黨,9,1,3,NA
333210,333,96,96,96,12,1,民主進步黨,9,1,0,NA
333214,333,2,2,2,1,96,民主進步黨,9,1,3,NA
333215,333,1,1,1,1,96,中國國民黨,9,4,0,NA
333224,333,1,1,1,12,9,中國國民黨,9,4,0,NA
333227,333,4,97,97,12,12,中國國民黨,9,0,0,NA
333229,333,2,2,2,12,12,民主進步黨,9,0,3,NA
333231,333,2,2,2,12,12,民主進步黨,9,0,3,NA
333232,333,2,19,19,12,12,民主進步黨,9,0,3,*
333233,333,1,1,1,12,9,中國國民黨,9,4,0,NA
333234,333,96,92,96,7,96,沒有投票權(跳答h8),9,0,1,NA
356101,356,3,1,1,12,2,中國國民黨,9,3,1,NA
356102,356,96,96,96,1,96,中國國民黨,9,1,0,NA
356103,356,98,98,98,98,98,民主進步黨,9,0,0,NA
356104,356,2,91,4,12,12,投廢票,9,1,1,NA
356105,356,96,96,96,1,96,中國國民黨,9,1,0,NA
356106,356,1,1,1,12,12,中國國民黨,9,3,0,NA
356108,356,2,1,97,12,12,中國國民黨,9,1,1,NA
356109,356,2,2,2,2,96,民主進步黨,9,0,4,NA
356110,356,2,2,2,12,12,民主進步黨,9,0,3,NA
356112,356,1,1,1,1,96,中國國民黨,9,4,0,NA
356113,356,96,96,96,12,12,中國國民黨,9,0,0,NA
356115,356,96,92,96,12,12,沒有投票權(跳答h8),9,0,0,NA
356116,356,2,2,2,12,12,民主進步黨,9,0,3,NA
356117,356,3,1,1,1,96,中國國民黨,9,4,0,NA
356118,356,2,97,97,12,12,民主進步黨,9,0,1,NA
356120,356,3,4,1,12,12,中國國民黨,9,2,0,NA
356121,356,96,92,96,12,12,沒有投票權(跳答h8),9,0,0,NA
356123,356,2,91,91,12,12,投廢票,9,0,1,NA
356201,356,1,1,1,1,96,中國國民黨,9,4,0,NA
356203,356,1,1,1,12,12,中國國民黨,9,3,0,NA
356204,356,1,1,1,1,96,中國國民黨,9,4,0,NA
356206,356,1,1,1,1,96,中國國民黨,9,4,0,NA
356207,356,96,96,96,12,2,中國國民黨,9,0,1,NA
356209,356,96,96,96,12,12,民主進步黨,9,0,0,NA
356212,356,2,2,1,12,12,民主進步黨,9,1,2,NA
356213,356,4,91,91,12,12,投廢票,9,0,0,NA
356221,356,2,1,1,12,12,中國國民黨,9,2,1,NA
356224,356,96,96,96,12,12,投廢票,9,0,0,NA
403102,403,3,92,96,4,96,沒有投票權(跳答h8),9,2,0,NA
403103,403,2,2,2,12,12,民主進步黨,9,0,3,NA
403104,403,1,1,1,9,9,中國國民黨,9,5,0,NA
403108,403,1,1,1,12,12,中國國民黨,9,3,0,NA
403109,403,96,92,96,12,12,沒有投票權(跳答h8),9,0,0,NA
403111,403,3,2,1,1,96,民主進步黨,9,3,1,NA
403112,403,2,4,4,12,12,中國國民黨,9,1,1,NA
403113,403,96,96,96,12,12,民主進步黨,9,0,0,NA
403114,403,2,97,19,12,12,民主進步黨,9,0,2,NA
403119,403,2,2,1,12,12,民主進步黨,9,1,2,NA
403120,403,2,97,97,12,12,民主進步黨,9,0,1,NA
403124,403,3,4,2,12,12,中國國民黨,9,1,1,NA
403125,403,96,96,96,7,96,民主進步黨,9,0,1,NA
403128,403,98,97,97,12,12,民主進步黨,9,0,0,NA
403129,403,96,96,96,12,12,民主進步黨,9,0,0,NA
403201,403,2,2,19,12,12,民主進步黨,9,0,3,NA
403202,403,2,2,2,2,96,民主進步黨,9,0,4,NA
403204,403,3,97,1,12,12,中國國民黨,9,2,0,NA
403207,403,2,2,7,2,96,民主進步黨,9,0,3,NA
403208,403,2,2,2,10,10,民主進步黨,9,0,5,NA
403209,403,2,2,2,12,12,民主進步黨,9,0,3,NA
403216,403,1,1,97,9,9,中國國民黨,9,4,0,NA
403218,403,3,2,4,12,12,民主進步黨,9,2,1,NA
403220,403,96,96,96,10,10,民主進步黨,9,0,2,NA
403221,403,2,2,97,10,10,民主進步黨,9,0,4,NA
403223,403,2,92,96,12,12,沒有投票權(跳答h8),9,0,1,NA
403224,403,96,96,96,2,96,中國國民黨,9,0,1,NA
403227,403,2,1,1,12,12,中國國民黨,9,2,1,NA
403228,403,98,98,98,12,12,中國國民黨,9,0,0,NA
403230,403,1,97,97,12,1,民主進步黨,9,2,0,NA
406101,406,2,2,2,12,3,台灣團結聯盟,9,1,3,NA
406105,406,2,19,2,12,2,台灣團結聯盟,9,0,4,NA
406106,406,97,91,91,12,12,投廢票,9,0,0,NA
406109,406,2,97,97,12,12,中國國民黨,9,0,1,NA
406111,406,97,97,97,12,12,中國國民黨,9,0,0,NA
406114,406,3,97,97,1,96,中國國民黨,9,2,0,NA
406116,406,1,1,3,3,96,中國國民黨,9,4,0,NA
406117,406,98,97,97,12,12,中國國民黨,9,0,0,NA
406118,406,2,2,19,6,96,台灣團結聯盟,9,0,3,NA
406119,406,2,2,2,2,96,台灣團結聯盟,9,0,4,NA
406120,406,2,2,2,2,96,台灣團結聯盟,9,0,4,NA
406121,406,3,1,1,12,9,中國國民黨,9,4,0,NA
406124,406,1,1,1,12,12,中國國民黨,9,3,0,NA
406125,406,2,29,1,1,96,中國國民黨,9,2,1,NA
406126,406,1,1,3,1,96,中國國民黨,9,4,0,NA
406127,406,2,2,97,12,12,中國國民黨,9,0,2,NA
406128,406,96,96,96,12,1,中國國民黨,9,1,0,NA
406129,406,96,96,96,12,12,中國國民黨,9,0,0,NA
406132,406,2,2,2,12,10,台灣團結聯盟,9,0,4,NA
406201,406,1,2,1,12,7,台灣團結聯盟,9,2,2,NA
406202,406,97,1,1,1,96,中國國民黨,9,3,0,NA
406204,406,2,2,1,2,96,台灣團結聯盟,9,1,3,NA
406207,406,2,2,2,10,2,台灣團結聯盟,9,0,5,NA
406211,406,3,1,4,4,96,中國國民黨,9,4,0,NA
406212,406,3,97,97,4,96,中國國民黨,9,2,0,NA
406217,406,2,2,2,2,96,台灣團結聯盟,9,0,4,NA
406218,406,96,96,96,12,12,中國國民黨,9,0,0,NA
406219,406,96,96,96,12,6,中國國民黨,9,0,0,NA
406220,406,2,2,2,12,12,台灣團結聯盟,9,0,3,NA
406221,406,2,2,2,2,96,台灣團結聯盟,9,0,4,NA
406223,406,97,97,97,11,11,中國國民黨,9,0,0,NA
406225,406,2,2,91,2,96,台灣團結聯盟,9,0,3,NA
406226,406,2,2,97,2,96,台灣團結聯盟,9,0,3,NA
406228,406,97,1,1,12,12,中國國民黨,9,2,0,NA
406229,406,2,19,19,12,12,台灣團結聯盟,9,0,3,NA
406230,406,97,97,97,97,97,中國國民黨,9,0,0,NA
406231,406,97,97,97,97,12,中國國民黨,9,0,0,NA
406232,406,2,2,2,12,12,台灣團結聯盟,9,0,3,NA
406233,406,4,91,91,12,1,投廢票,9,1,0,NA
407101,407,2,2,2,2,96,民主進步黨,9,0,4,NA
407102,407,2,2,2,2,96,民主進步黨,9,0,4,NA
407106,407,97,2,19,10,10,民主進步黨,9,0,4,NA
407109,407,1,1,1,1,96,中國國民黨,9,4,0,NA
407111,407,3,2,2,12,12,民主進步黨,9,1,2,NA
407116,407,2,2,2,12,12,民主進步黨,9,0,3,NA
407117,407,96,96,96,1,96,中國國民黨,9,1,0,NA
407121,407,98,98,98,12,12,民主進步黨,9,0,0,NA
407122,407,1,1,1,1,96,中國國民黨,9,4,0,NA
407124,407,98,2,97,12,12,民主進步黨,9,0,1,NA
407126,407,1,1,1,1,96,中國國民黨,9,4,0,NA
407128,407,2,2,19,2,96,民主進步黨,9,0,4,NA
407129,407,2,2,2,2,96,民主進步黨,9,0,4,NA
407130,407,2,2,97,12,12,民主進步黨,9,0,2,NA
407202,407,96,92,96,12,12,沒有投票權(跳答h8),9,0,0,NA
407203,407,98,97,97,12,12,民主進步黨,9,0,0,NA
407209,407,98,98,98,12,12,中國國民黨,9,0,0,NA
407210,407,98,98,98,12,12,民主進步黨,9,0,0,NA
407211,407,2,2,2,2,96,民主進步黨,9,0,4,NA
407213,407,2,3,2,12,3,中國國民黨,9,2,2,NA
407215,407,96,96,96,12,12,中國國民黨,9,0,0,NA
407221,407,96,96,96,1,96,中國國民黨,9,1,0,NA
407222,407,96,96,96,12,1,中國國民黨,9,1,0,NA
407224,407,4,1,97,12,9,中國國民黨,9,2,0,NA
407226,407,96,96,96,11,11,中國國民黨,9,0,0,NA
407228,407,96,96,96,1,96,中國國民黨,9,1,0,NA
407229,407,2,97,19,12,10,民主進步黨,9,0,3,*
411105,411,2,2,2,12,12,民主進步黨,9,0,3,NA
411106,411,2,19,19,1,96,民主進步黨,9,1,3,*
411107,411,2,2,2,12,12,民主進步黨,9,0,3,NA
411108,411,96,92,96,2,96,沒有投票權(跳答h8),9,0,1,NA
411110,411,96,92,96,12,12,沒有投票權(跳答h8),9,0,0,NA
411112,411,1,1,97,1,96,中國國民黨,9,3,0,NA
411113,411,1,1,97,12,1,中國國民黨,9,3,0,NA
411124,411,3,1,1,6,96,中國國民黨,9,3,0,NA
411126,411,2,2,2,10,10,民主進步黨,9,0,5,NA
411129,411,2,97,97,12,10,民主進步黨,9,0,2,NA
411201,411,96,96,96,12,12,民主進步黨,9,0,0,NA
411203,411,2,2,2,12,12,民主進步黨,9,0,3,NA
411204,411,4,2,2,12,12,民主進步黨,9,0,2,NA
411206,411,96,96,96,12,12,民主進步黨,9,0,0,NA
411207,411,2,2,2,12,12,民主進步黨,9,0,3,NA
411208,411,96,96,96,9,9,中國國民黨,9,2,0,NA
411211,411,96,96,96,12,12,中國國民黨,9,0,0,NA
411212,411,96,92,96,10,2,沒有投票權(跳答h8),9,0,2,NA
411214,411,96,96,96,12,12,中國國民黨,9,0,0,NA
411217,411,96,96,96,12,12,民主進步黨,9,0,0,NA
411218,411,3,1,1,12,12,中國國民黨,9,3,0,NA
411219,411,2,2,2,2,96,民主進步黨,9,0,4,NA
411220,411,2,2,2,12,12,民主進步黨,9,0,3,NA
411221,411,2,1,97,12,12,中國國民黨,9,1,1,NA
411223,411,3,1,91,12,12,中國國民黨,9,2,0,NA
411226,411,2,2,7,2,96,民主進步黨,9,0,3,NA
411227,411,96,96,96,12,12,民主進步黨,9,0,0,NA
420101,420,97,97,97,12,12,民主進步黨,9,0,0,NA
420102,420,98,97,97,98,98,民主進步黨,9,0,0,NA
420103,420,2,9,9,12,10,民主進步黨,9,0,4,NA
420106,420,2,2,2,2,96,民主進步黨,9,0,4,NA
420107,420,98,97,97,97,97,民主進步黨,9,0,0,NA
420110,420,98,98,98,12,12,民主進步黨,9,0,0,NA
420111,420,98,1,4,12,12,中國國民黨,9,2,0,NA
420112,420,4,91,91,12,12,投廢票,9,0,0,NA
420114,420,2,2,2,2,96,民主進步黨,9,0,4,NA
420115,420,3,1,9,12,12,中國國民黨,9,2,1,NA
420116,420,3,2,2,2,96,民主進步黨,9,1,3,NA
420122,420,98,98,98,98,98,民主進步黨,9,0,0,NA
420123,420,97,97,97,12,12,民主進步黨,9,0,0,NA
420124,420,2,19,18,8,96,民主進步黨,9,0,2,NA
420125,420,96,92,96,12,12,沒有投票權(跳答h8),9,0,0,NA
420126,420,4,1,18,12,12,中國國民黨,9,1,0,NA
420201,420,2,2,2,6,96,民主進步黨,9,0,3,NA
420202,420,2,97,97,12,12,民主進步黨,9,0,1,NA
420203,420,2,97,2,12,12,民主進步黨,9,0,2,NA
420207,420,1,1,1,12,12,中國國民黨,9,3,0,NA
420208,420,1,1,1,1,96,中國國民黨,9,4,0,NA
420209,420,1,1,1,1,96,中國國民黨,9,4,0,NA
420212,420,1,1,1,1,96,中國國民黨,9,4,0,NA
420213,420,2,2,2,12,12,民主進步黨,9,0,3,NA
420214,420,2,2,2,2,96,民主進步黨,9,0,4,NA
420215,420,1,1,1,9,1,中國國民黨,9,5,0,NA
420217,420,2,97,97,2,96,民主進步黨,9,0,2,NA
420218,420,1,1,1,1,96,中國國民黨,9,4,0,NA
420220,420,97,97,97,12,12,中國國民黨,9,0,0,NA
420222,420,1,1,1,12,12,中國國民黨,9,3,0,NA
420223,420,3,1,97,12,9,中國國民黨,9,3,0,NA
420225,420,2,2,2,12,10,民主進步黨,9,0,4,NA
428105,428,2,2,19,2,96,時代力量,9,0,4,*
428108,428,2,2,2,12,2,時代力量,9,0,4,*
428109,428,2,19,2,12,12,時代力量,9,0,3,NA
428111,428,1,1,1,7,96,中國國民黨,9,3,1,NA
428112,428,2,9,9,12,10,時代力量,9,0,4,*
428113,428,2,2,97,2,96,時代力量,9,0,3,*
428115,428,96,96,96,12,12,中國國民黨,9,0,0,NA
428117,428,97,97,97,12,11,中國國民黨,9,0,0,NA
428118,428,3,4,19,12,12,中國國民黨,9,1,1,NA
428120,428,96,96,96,12,12,中國國民黨,9,0,0,NA
428121,428,3,4,97,4,96,中國國民黨,9,2,0,NA
428122,428,2,2,2,12,12,時代力量,9,0,3,*
428125,428,1,1,1,1,96,中國國民黨,9,4,0,NA
428129,428,96,96,96,2,96,中國國民黨,9,0,1,NA
428201,428,1,1,97,12,12,中國國民黨,9,2,0,NA
428203,428,2,2,2,2,96,時代力量,9,0,4,*
428206,428,2,2,19,6,96,時代力量,9,0,3,*
428207,428,3,1,1,1,96,中國國民黨,9,4,0,NA
428209,428,1,1,4,1,96,中國國民黨,9,4,0,NA
428210,428,4,1,1,1,96,中國國民黨,9,3,0,NA
428211,428,98,98,98,12,12,中國國民黨,9,0,0,NA
428212,428,2,2,2,2,96,時代力量,9,0,4,*
428214,428,2,2,2,12,2,時代力量,9,0,4,*
428215,428,2,1,97,1,96,中國國民黨,9,2,1,NA
428216,428,2,2,2,7,96,時代力量,9,0,4,*
428217,428,98,8,97,12,12,中國國民黨,9,0,0,NA
428218,428,96,96,96,12,12,中國國民黨,9,0,0,NA
428222,428,96,96,96,12,2,中國國民黨,9,0,1,NA
428223,428,2,19,97,12,2,時代力量,9,0,3,NA
428225,428,2,2,1,12,12,中國國民黨,9,1,2,NA
428227,428,2,2,97,12,2,時代力量,9,0,3,*
428229,428,3,1,97,12,12,中國國民黨,9,2,0,NA
429103,429,3,1,1,1,96,中國國民黨,9,4,0,NA
429105,429,1,1,1,12,1,中國國民黨,9,4,0,NA
429106,429,1,1,1,1,96,中國國民黨,9,4,0,NA
429107,429,2,97,91,12,12,中國國民黨,9,0,1,NA
429108,429,97,97,97,12,12,中國國民黨,9,0,0,NA
429110,429,2,2,2,12,12,時代力量,9,0,3,*
429111,429,2,97,2,2,96,時代力量,9,0,3,*
429113,429,96,96,96,1,96,中國國民黨,9,1,0,NA
429116,429,96,92,96,12,12,沒有投票權(跳答h8),9,0,0,NA
429117,429,1,1,1,9,1,中國國民黨,9,5,0,NA
429118,429,2,1,97,12,12,中國國民黨,9,1,1,NA
429119,429,2,19,2,12,12,時代力量,9,0,3,NA
429122,429,2,19,2,6,96,時代力量,9,0,3,NA
429123,429,2,2,2,2,96,時代力量,9,0,4,*
429124,429,2,2,2,2,96,時代力量,9,0,4,*
429201,429,98,1,27,12,5,中國國民黨,9,1,1,NA
429203,429,97,97,97,12,12,中國國民黨,9,0,0,NA
429207,429,96,96,96,12,12,中國國民黨,9,0,0,NA
429208,429,2,2,2,2,96,時代力量,9,0,4,*
429209,429,98,98,98,98,98,中國國民黨,9,0,0,NA
429210,429,98,98,98,12,12,中國國民黨,9,0,0,NA
429211,429,2,97,97,12,12,中國國民黨,9,0,1,NA
429212,429,2,2,2,12,12,時代力量,9,0,3,*
429213,429,2,2,2,12,12,時代力量,9,0,3,*
429214,429,2,97,97,12,12,中國國民黨,9,0,1,NA
429215,429,97,1,1,12,1,中國國民黨,9,3,0,NA
429216,429,97,97,97,12,12,中國國民黨,9,0,0,NA
429219,429,2,2,2,7,96,時代力量,9,0,4,*
429220,429,98,1,2,12,10,中國國民黨,9,1,2,NA
429221,429,1,1,1,12,1,中國國民黨,9,4,0,NA
429223,429,2,2,2,12,2,時代力量,9,0,4,*
429224,429,98,97,97,12,12,NA,9,0,0,NA
500101,500,3,2,1,12,12,民主進步黨,9,2,1,NA
500102,500,98,98,98,12,12,民主進步黨,9,0,0,NA
500103,500,2,2,2,2,96,民主進步黨,9,0,4,NA
500104,500,97,1,97,12,12,中國國民黨,9,1,0,NA
500105,500,2,1,1,12,1,中國國民黨,9,3,1,NA
500106,500,1,1,1,1,96,中國國民黨,9,4,0,NA
500112,500,1,1,1,1,96,中國國民黨,9,4,0,NA
500116,500,2,2,2,2,96,民主進步黨,9,0,4,NA
500119,500,2,2,2,12,12,民主進步黨,9,0,3,NA
500120,500,3,21,21,12,12,民國黨,9,1,0,NA
500124,500,2,2,2,2,96,民主進步黨,9,0,4,NA
500125,500,97,97,23,12,12,民主進步黨,9,0,0,NA
500129,500,1,1,1,1,96,中國國民黨,9,4,0,NA
500201,500,1,1,2,12,12,中國國民黨,9,2,1,NA
500202,500,2,19,19,12,1,民主進步黨,9,1,3,*
500203,500,98,97,2,98,98,民主進步黨,9,0,1,NA
500204,500,3,1,1,1,96,中國國民黨,9,4,0,NA
500206,500,2,2,97,12,12,民主進步黨,9,0,2,NA
500208,500,96,96,96,12,12,中國國民黨,9,0,0,NA
500210,500,1,1,1,1,96,中國國民黨,9,4,0,NA
500211,500,1,1,1,1,96,中國國民黨,9,4,0,NA
500215,500,96,96,96,2,96,中國國民黨,9,0,1,NA
500216,500,2,19,1,12,12,中國國民黨,9,1,2,NA
500218,500,2,2,2,2,96,民主進步黨,9,0,4,NA
500219,500,2,2,19,7,96,民主進步黨,9,0,4,NA
500220,500,96,92,96,12,6,沒有投票權(跳答h8),9,0,0,NA
500222,500,96,96,96,12,2,民主進步黨,9,0,1,NA
500223,500,1,1,1,1,96,中國國民黨,9,4,0,NA
500224,500,2,2,91,12,12,民主進步黨,9,0,2,NA
500226,500,96,92,96,12,2,沒有投票權(跳答h8),9,0,1,NA
500229,500,96,96,96,9,9,中國國民黨,9,2,0,NA
500230,500,2,2,2,12,12,民主進步黨,9,0,3,NA
508101,508,98,98,2,12,12,民主進步黨,9,0,1,NA
508103,508,96,96,96,12,7,中國國民黨,9,0,1,NA
508104,508,98,98,98,12,12,民主進步黨,9,0,0,NA
508106,508,4,1,91,1,96,中國國民黨,9,2,0,NA
508109,508,2,2,2,2,96,民主進步黨,9,0,4,NA
508110,508,96,96,96,12,12,民主進步黨,9,0,0,NA
508111,508,96,96,96,12,12,中國國民黨,9,0,0,NA
508112,508,1,97,97,12,12,中國國民黨,9,1,0,NA
508113,508,96,96,96,9,6,中國國民黨,9,1,0,NA
508114,508,2,1,19,12,12,中國國民黨,9,1,2,NA
508117,508,97,97,97,12,12,民主進步黨,9,0,0,NA
508118,508,96,96,96,12,12,中國國民黨,9,0,0,NA
508119,508,2,2,19,6,96,民主進步黨,9,0,3,NA
508120,508,2,1,97,12,12,中國國民黨,9,1,1,NA
508121,508,2,2,1,12,12,民主進步黨,9,1,2,NA
508124,508,98,98,98,12,12,中國國民黨,9,0,0,NA
508125,508,2,2,2,12,2,民主進步黨,9,0,4,NA
508126,508,98,98,98,98,98,中國國民黨,9,0,0,NA
508201,508,2,2,97,12,12,民主進步黨,9,0,2,NA
508202,508,2,97,97,12,12,民主進步黨,9,0,1,NA
508203,508,96,96,96,12,12,中國國民黨,9,0,0,NA
508204,508,2,1,1,12,12,中國國民黨,9,2,1,NA
508205,508,96,96,96,12,12,民主進步黨,9,0,0,NA
508206,508,1,1,1,9,1,中國國民黨,9,5,0,NA
508207,508,96,92,96,12,12,沒有投票權(跳答h8),9,0,0,NA
508212,508,2,2,6,12,10,民主進步黨,9,0,4,NA
508213,508,96,96,96,12,12,中國國民黨,9,0,0,NA
508214,508,2,2,97,12,12,民主進步黨,9,0,2,NA
508215,508,2,2,19,10,7,民主進步黨,9,0,5,NA
508217,508,98,98,98,12,12,民主進步黨,9,0,0,NA
508218,508,2,2,19,12,7,民主進步黨,9,0,4,NA
508219,508,96,96,96,12,12,民主進步黨,9,0,0,NA
508220,508,1,1,1,1,96,中國國民黨,9,4,0,NA
508221,508,2,2,2,2,96,民主進步黨,9,0,4,NA
508222,508,98,98,98,12,12,民主進步黨,9,0,0,NA
508223,508,3,1,19,12,12,中國國民黨,9,2,1,NA
508225,508,3,2,1,12,10,民主進步黨,9,2,2,NA
508226,508,2,2,2,2,96,民主進步黨,9,0,4,NA
515101,515,2,2,2,12,12,民主進步黨,9,0,3,NA
515105,515,96,96,96,2,96,民主進步黨,9,0,1,NA
515107,515,2,2,2,12,2,民主進步黨,9,0,4,NA
515109,515,98,30,97,98,98,民主進步黨,9,0,0,NA
515110,515,96,96,96,12,12,中國國民黨,9,0,0,NA
515112,515,2,97,2,12,12,民主進步黨,9,0,2,NA
515113,515,1,1,1,12,1,中國國民黨,9,4,0,NA
515117,515,2,2,97,12,12,民主進步黨,9,0,2,NA
515119,515,96,96,96,12,12,中國國民黨,9,0,0,NA
515120,515,2,97,91,12,12,民主進步黨,9,0,1,NA
515121,515,2,2,19,12,12,民主進步黨,9,0,3,NA
515123,515,2,2,91,2,96,民主進步黨,9,0,3,NA
515124,515,96,96,96,12,12,民主進步黨,9,0,0,NA
515202,515,2,2,2,2,96,民主進步黨,9,0,4,NA
515203,515,98,98,98,98,98,民主進步黨,9,0,0,NA
515205,515,97,27,91,12,12,中國國民黨,9,0,0,NA
515206,515,2,18,19,12,2,民主進步黨,9,0,3,*
515208,515,96,96,96,12,12,民主進步黨,9,0,0,NA
515211,515,1,1,7,12,12,中國國民黨,9,2,0,NA
515212,515,97,97,91,12,12,民主進步黨,9,0,0,NA
515213,515,4,8,4,6,96,中國國民黨,9,1,0,NA
515214,515,2,2,2,7,96,民主進步黨,9,0,4,NA
515215,515,96,96,96,12,12,中國國民黨,9,0,0,NA
515216,515,1,1,1,1,96,中國國民黨,9,4,0,NA
515217,515,1,1,1,12,1,中國國民黨,9,4,0,NA
515222,515,96,96,96,9,9,中國國民黨,9,2,0,NA
530101,530,96,96,96,1,96,中國國民黨,9,1,0,NA
530102,530,3,1,1,1,96,中國國民黨,9,4,0,NA
530103,530,2,2,2,12,12,民主進步黨,9,0,3,NA
530108,530,96,96,96,12,12,中國國民黨,9,0,0,NA
530110,530,1,1,1,1,96,中國國民黨,9,4,0,NA
530111,530,2,2,2,2,96,民主進步黨,9,0,4,NA
530114,530,2,1,1,12,12,中國國民黨,9,2,1,NA
530115,530,2,2,2,12,12,民主進步黨,9,0,3,NA
530116,530,96,96,96,12,12,民主進步黨,9,0,0,NA
530117,530,96,96,96,12,12,中國國民黨,9,0,0,NA
530118,530,4,97,97,12,12,中國國民黨,9,0,0,NA
530202,530,2,2,2,12,12,民主進步黨,9,0,3,NA
530206,530,2,2,2,2,96,民主進步黨,9,0,4,NA
530208,530,97,97,97,12,12,中國國民黨,9,0,0,NA
530214,530,2,97,97,12,12,民主進步黨,9,0,1,NA
530215,530,2,2,9,7,96,民主進步黨,9,0,4,NA
530217,530,98,97,98,98,12,民主進步黨,9,0,0,NA
530218,530,2,98,2,12,12,民主進步黨,9,0,2,NA
545102,545,1,1,1,1,96,中國國民黨,9,4,0,NA
545105,545,2,1,2,10,2,中國國民黨,9,1,4,NA
545106,545,96,96,96,98,98,中國國民黨,9,0,0,NA
545108,545,96,96,96,1,96,中國國民黨,9,1,0,NA
545109,545,3,1,1,1,96,中國國民黨,9,4,0,NA
545110,545,97,97,97,97,97,民主進步黨,9,0,0,NA
545111,545,4,91,1,12,12,投廢票,9,1,0,NA
545114,545,1,1,4,9,9,中國國民黨,9,5,0,NA
545116,545,96,96,96,12,12,民主進步黨,9,0,0,NA
545117,545,2,2,91,12,12,民主進步黨,9,0,2,NA
545119,545,96,92,96,12,12,沒有投票權(跳答h8),9,0,0,NA
545120,545,97,97,97,97,97,民主進步黨,9,0,0,NA
545121,545,2,2,2,2,96,民主進步黨,9,0,4,NA
545202,545,96,96,96,12,12,中國國民黨,9,0,0,NA
545203,545,97,1,97,12,12,中國國民黨,9,1,0,NA
545205,545,96,96,96,12,1,中國國民黨,9,1,0,NA
545208,545,2,2,19,7,96,民主進步黨,9,0,4,NA
545209,545,98,1,1,12,12,中國國民黨,9,2,0,NA
545210,545,2,97,97,12,12,民主進步黨,9,0,1,NA
545211,545,1,1,1,1,96,中國國民黨,9,4,0,NA
545212,545,96,96,96,12,7,中國國民黨,9,0,1,NA
545214,545,1,1,1,1,96,中國國民黨,9,4,0,NA
545215,545,2,97,97,12,12,民主進步黨,9,0,1,NA
545216,545,96,96,96,12,12,中國國民黨,9,0,0,NA
545218,545,98,98,98,12,12,中國國民黨,9,0,0,NA
545220,545,98,97,1,1,96,中國國民黨,9,2,0,NA
545223,545,98,98,98,97,97,民主進步黨,9,0,0,NA
551101,551,2,1,2,2,96,中國國民黨,9,1,3,NA
551103,551,1,1,1,12,12,中國國民黨,9,3,0,NA
551106,551,96,96,96,12,1,中國國民黨,9,1,0,NA
551107,551,2,2,2,2,96,民主進步黨,9,0,4,NA
551109,551,96,96,96,2,96,中國國民黨,9,0,1,NA
551110,551,4,1,2,12,12,中國國民黨,9,1,1,NA
551112,551,2,1,1,1,96,中國國民黨,9,3,1,NA
551116,551,2,2,2,12,12,民主進步黨,9,0,3,NA
551203,551,2,2,2,12,12,民主進步黨,9,0,3,NA
551205,551,2,1,2,2,96,中國國民黨,9,1,3,NA
551207,551,97,2,97,12,12,民主進步黨,9,0,1,NA
