id,zip,h5,h6r,h7,h8,h9,party,term,bluepoints,greenpoints,wonelection
551208,551,2,1,1,12,12,中國國民黨,9,2,1,NA
551209,551,98,1,98,1,96,中國國民黨,9,2,0,NA
551210,551,2,2,2,12,2,民主進步黨,9,0,4,NA
551211,551,96,96,96,12,12,民主進步黨,9,0,0,NA
551212,551,2,2,2,12,2,民主進步黨,9,0,4,NA
551214,551,2,1,2,2,96,中國國民黨,9,1,3,NA
551215,551,2,1,2,1,96,中國國民黨,9,2,2,NA
600104,600,1,1,1,1,96,中國國民黨,9,4,0,NA
600105,600,2,2,2,2,96,民主進步黨,9,0,4,NA
600108,600,1,1,1,1,96,中國國民黨,9,4,0,NA
600109,600,2,1,1,12,12,中國國民黨,9,2,1,NA
600111,600,3,2,4,4,96,民主進步黨,9,3,1,NA
600112,600,2,6,2,2,96,民主進步黨,9,0,4,*
600113,600,2,90,97,2,96,民主進步黨,9,0,2,NA
600114,600,98,98,98,98,12,中國國民黨,9,0,0,NA
600115,600,3,1,1,4,96,中國國民黨,9,4,0,NA
600116,600,2,2,2,12,12,民主進步黨,9,0,3,NA
600117,600,4,97,9,12,12,民主進步黨,9,0,1,NA
600118,600,2,2,2,2,96,民主進步黨,9,0,4,NA
600119,600,2,2,2,2,96,民主進步黨,9,0,4,NA
600120,600,2,2,2,12,12,民主進步黨,9,0,3,NA
600121,600,96,96,96,12,2,民主進步黨,9,0,1,NA
600122,600,2,2,2,2,96,民主進步黨,9,0,4,NA
600123,600,2,2,19,2,96,民主進步黨,9,0,4,NA
600124,600,96,96,96,12,12,民主進步黨,9,0,0,NA
600202,600,96,92,96,12,1,沒有投票權(跳答h8),9,1,0,NA
600203,600,3,1,97,12,12,中國國民黨,9,2,0,NA
600204,600,2,2,2,2,96,民主進步黨,9,0,4,NA
600205,600,98,98,98,12,12,民主進步黨,9,0,0,NA
600206,600,98,98,98,12,12,中國國民黨,9,0,0,NA
600207,600,2,98,98,12,12,中國國民黨,9,0,1,NA
600209,600,1,1,1,1,96,中國國民黨,9,4,0,NA
600211,600,96,96,96,12,12,民主進步黨,9,0,0,NA
600213,600,2,2,2,2,96,民主進步黨,9,0,4,NA
600214,600,2,2,9,12,10,民主進步黨,9,0,4,NA
600215,600,2,2,19,2,96,民主進步黨,9,0,4,NA
600216,600,96,96,96,12,12,民主進步黨,9,0,0,NA
600218,600,2,8,7,12,6,無黨籍及未經政黨推薦,9,0,1,NA
600221,600,96,96,96,12,12,中國國民黨,9,0,0,NA
600223,600,1,1,23,9,9,中國國民黨,9,4,0,NA
616101,616,2,2,2,2,96,民主進步黨,9,0,4,NA
616102,616,2,2,2,10,10,民主進步黨,9,0,5,NA
616103,616,98,2,2,2,96,民主進步黨,9,0,3,NA
616104,616,2,2,6,10,2,民主進步黨,9,0,5,NA
616105,616,96,96,96,2,96,民主進步黨,9,0,1,NA
616106,616,96,96,96,12,12,民主進步黨,9,0,0,NA
616108,616,2,2,2,2,96,民主進步黨,9,0,4,NA
616109,616,2,97,97,12,12,民主進步黨,9,0,1,NA
616110,616,97,97,97,12,12,民主進步黨,9,0,0,NA
616111,616,2,2,2,2,96,民主進步黨,9,0,4,NA
616112,616,2,2,2,2,96,民主進步黨,9,0,4,NA
616113,616,2,2,2,2,96,民主進步黨,9,0,4,NA
616115,616,2,2,2,12,12,民主進步黨,9,0,3,NA
616122,616,2,2,97,2,96,民主進步黨,9,0,3,NA
616124,616,98,98,98,12,12,民主進步黨,9,0,0,NA
616201,616,2,2,2,2,96,民主進步黨,9,0,4,NA
616202,616,2,97,97,12,12,民主進步黨,9,0,1,NA
616204,616,96,92,96,1,96,沒有投票權(跳答h8),9,1,0,NA
616205,616,2,2,2,12,12,民主進步黨,9,0,3,NA
616206,616,97,97,97,12,12,民主進步黨,9,0,0,NA
616209,616,2,90,97,12,12,民主進步黨,9,0,1,NA
616211,616,96,96,96,2,96,民主進步黨,9,0,1,NA
616212,616,2,2,2,2,96,民主進步黨,9,0,4,NA
616215,616,96,96,96,12,12,民主進步黨,9,0,0,NA
616216,616,98,2,97,12,11,民主進步黨,9,0,1,NA
616217,616,3,97,97,2,96,中國國民黨,9,1,1,NA
616218,616,2,2,2,2,96,民主進步黨,9,0,4,NA
616219,616,2,2,97,2,96,民主進步黨,9,0,3,NA
616221,616,2,2,2,10,10,民主進步黨,9,0,5,NA
616222,616,2,2,97,10,10,民主進步黨,9,0,4,NA
616224,616,2,2,2,2,96,民主進步黨,9,0,4,NA
630101,630,96,96,96,9,9,中國國民黨,9,2,0,NA
630102,630,1,1,1,12,12,中國國民黨,9,3,0,NA
630108,630,98,98,98,98,98,中國國民黨,9,0,0,NA
630110,630,2,2,19,12,12,民主進步黨,9,0,3,NA
630111,630,98,98,98,98,98,中國國民黨,9,0,0,NA
630113,630,1,1,1,1,96,中國國民黨,9,4,0,NA
630115,630,98,2,2,2,96,民主進步黨,9,0,3,NA
630118,630,2,19,2,2,96,時代力量,9,0,4,NA
630119,630,2,2,2,2,96,民主進步黨,9,0,4,NA
630121,630,2,2,2,2,96,民主進步黨,9,0,4,NA
630124,630,3,1,1,12,7,中國國民黨,9,3,1,NA
630201,630,2,2,2,12,12,民主進步黨,9,0,3,NA
630202,630,3,97,97,12,12,中國國民黨,9,1,0,NA
630203,630,96,96,96,1,96,中國國民黨,9,1,0,NA
630205,630,98,98,98,12,12,民主進步黨,9,0,0,NA
630208,630,2,2,1,2,96,民主進步黨,9,1,3,NA
630209,630,98,2,19,2,96,民主進步黨,9,0,3,NA
630210,630,96,92,96,1,96,沒有投票權(跳答h8),9,1,0,NA
630211,630,96,96,96,12,12,時代力量,9,0,0,NA
630214,630,2,2,97,2,96,民主進步黨,9,0,3,NA
630215,630,1,1,3,12,1,中國國民黨,9,4,0,NA
630218,630,98,98,98,98,98,民主進步黨,9,0,0,NA
630220,630,2,97,97,2,96,民主進步黨,9,0,2,NA
630222,630,3,1,97,12,12,中國國民黨,9,2,0,NA
630224,630,2,2,2,12,12,民主進步黨,9,0,3,NA
638102,638,2,1,1,2,96,中國國民黨,9,2,2,NA
638104,638,96,96,96,12,12,民主進步黨,9,0,0,NA
638106,638,2,97,97,12,12,民主進步黨,9,0,1,NA
638107,638,96,96,96,12,12,民主進步黨,9,0,0,NA
638108,638,2,2,2,2,96,民主進步黨,9,0,4,NA
638116,638,97,97,97,12,12,民主進步黨,9,0,0,NA
638119,638,1,1,1,12,12,中國國民黨,9,3,0,NA
638120,638,2,2,2,2,96,民主進步黨,9,0,4,NA
638121,638,96,96,96,12,1,中國國民黨,9,1,0,NA
638202,638,2,2,2,2,96,民主進步黨,9,0,4,NA
638204,638,96,96,96,12,2,民主進步黨,9,0,1,NA
638205,638,2,97,97,1,96,民主進步黨,9,1,1,NA
638206,638,96,96,96,12,12,中國國民黨,9,0,0,NA
638207,638,96,96,96,2,96,民主進步黨,9,0,1,NA
638208,638,3,19,4,7,96,民主進步黨,9,2,2,NA
638209,638,96,96,96,12,12,民主進步黨,9,0,0,NA
638210,638,2,2,2,12,12,民主進步黨,9,0,3,NA
638215,638,96,96,96,12,2,民主進步黨,9,0,1,NA
638217,638,1,1,1,12,12,中國國民黨,9,3,0,NA
638218,638,2,2,2,12,12,民主進步黨,9,0,3,NA
638219,638,1,1,1,1,96,中國國民黨,9,4,0,NA
638220,638,3,91,97,12,1,投廢票,9,2,0,NA
638221,638,4,91,91,8,96,投廢票,9,0,0,NA
638222,638,97,97,97,97,97,民主進步黨,9,0,0,NA
638223,638,2,2,2,2,96,民主進步黨,9,0,4,NA
638224,638,2,97,97,97,97,民主進步黨,9,0,1,NA
704103,704,2,2,2,2,96,民主進步黨,9,0,4,NA
704104,704,96,96,96,6,96,中國國民黨,9,0,0,NA
704105,704,2,2,2,2,96,民主進步黨,9,0,4,NA
704106,704,3,2,4,12,12,民主進步黨,9,2,1,NA
704107,704,2,2,19,8,96,民主進步黨,9,0,3,NA
704108,704,2,2,2,2,96,民主進步黨,9,0,4,NA
704111,704,2,2,2,2,96,民主進步黨,9,0,4,NA
704113,704,1,1,1,1,96,中國國民黨,9,4,0,NA
704119,704,2,2,2,2,96,民主進步黨,9,0,4,NA
704201,704,2,2,2,10,10,民主進步黨,9,0,5,NA
704202,704,2,2,2,2,96,民主進步黨,9,0,4,NA
704203,704,3,1,1,1,96,中國國民黨,9,4,0,NA
704207,704,2,2,19,7,96,民主進步黨,9,0,4,NA
704212,704,1,97,97,1,96,中國國民黨,9,2,0,NA
704220,704,2,19,19,12,7,民主進步黨,9,0,4,*
704222,704,2,2,2,2,96,民主進步黨,9,0,4,NA
704223,704,2,90,3,12,12,中國國民黨,9,1,1,NA
704225,704,98,98,98,12,12,民主進步黨,9,0,0,NA
704226,704,2,2,2,2,96,民主進步黨,9,0,4,NA
708101,708,2,2,2,2,96,民主進步黨,9,0,4,NA
708102,708,96,96,96,1,96,中國國民黨,9,1,0,NA
708103,708,1,1,1,12,12,中國國民黨,9,3,0,NA
708105,708,2,2,2,12,12,民主進步黨,9,0,3,NA
708109,708,2,2,1,12,12,民主進步黨,9,1,2,NA
708110,708,2,97,97,12,12,中國國民黨,9,0,1,NA
708112,708,2,2,97,12,12,民主進步黨,9,0,2,NA
708113,708,2,18,97,2,96,民主進步黨,9,0,2,NA
708114,708,98,1,97,12,12,中國國民黨,9,1,0,NA
708116,708,2,2,2,2,96,民主進步黨,9,0,4,NA
708120,708,96,96,96,12,10,民主進步黨,9,0,1,NA
708121,708,96,96,96,12,12,中國國民黨,9,0,0,NA
708124,708,2,2,19,12,12,民主進步黨,9,0,3,NA
708202,708,96,96,96,12,12,民主進步黨,9,0,0,NA
708203,708,2,2,2,12,10,民主進步黨,9,0,4,NA
708205,708,2,2,19,12,12,民主進步黨,9,0,3,NA
708206,708,2,2,97,12,12,民主進步黨,9,0,2,NA
708208,708,97,97,97,12,12,民主進步黨,9,0,0,NA
708210,708,2,2,2,2,96,民主進步黨,9,0,4,NA
708212,708,2,2,2,10,2,民主進步黨,9,0,5,NA
708213,708,96,96,96,12,12,民主進步黨,9,0,0,NA
708214,708,96,96,96,12,1,中國國民黨,9,1,0,NA
708216,708,96,96,96,12,12,民主進步黨,9,0,0,NA
708217,708,98,98,98,98,98,民主進步黨,9,0,0,NA
708219,708,98,98,98,12,12,民主進步黨,9,0,0,NA
708220,708,2,2,2,12,12,民主進步黨,9,0,3,NA
708225,708,2,97,97,12,12,民主進步黨,9,0,1,NA
708226,708,2,4,9,12,12,中國國民黨,9,0,2,NA
710101,710,96,96,96,12,12,民主進步黨,9,0,0,NA
710102,710,2,2,2,2,96,民主進步黨,9,0,4,NA
710103,710,2,2,2,2,96,民主進步黨,9,0,4,NA
710104,710,98,98,98,98,11,民主進步黨,9,0,0,NA
710106,710,2,2,6,2,96,民主進步黨,9,0,4,NA
710107,710,2,1,19,12,7,中國國民黨,9,1,3,NA
710110,710,2,2,2,2,96,民主進步黨,9,0,4,NA
710111,710,98,2,2,2,96,民主進步黨,9,0,3,NA
710113,710,1,1,1,1,96,中國國民黨,9,4,0,NA
710114,710,2,2,2,2,96,民主進步黨,9,0,4,NA
710115,710,2,2,2,10,10,民主進步黨,9,0,5,NA
710116,710,2,2,2,12,12,民主進步黨,9,0,3,NA
710118,710,2,19,19,7,96,民主進步黨,9,0,4,*
710120,710,2,2,2,2,96,民主進步黨,9,0,4,NA
710121,710,98,98,98,12,10,民主進步黨,9,0,1,NA
710122,710,2,2,2,2,96,民主進步黨,9,0,4,NA
710123,710,3,1,1,1,96,中國國民黨,9,4,0,NA
710124,710,2,2,2,2,96,民主進步黨,9,0,4,NA
710125,710,2,2,2,2,96,民主進步黨,9,0,4,NA
710126,710,2,2,2,12,12,民主進步黨,9,0,3,NA
710201,710,98,2,2,12,2,民主進步黨,9,0,3,NA
710203,710,2,2,2,2,96,民主進步黨,9,0,4,NA
710204,710,1,1,1,1,96,中國國民黨,9,4,0,NA
710207,710,2,2,2,2,96,民主進步黨,9,0,4,NA
710212,710,2,2,2,7,96,民主進步黨,9,0,4,NA
710213,710,96,92,96,2,96,沒有投票權(跳答h8),9,0,1,NA
710214,710,2,2,2,2,96,民主進步黨,9,0,4,NA
710215,710,96,96,96,10,10,民主進步黨,9,0,2,NA
710216,710,1,1,1,1,96,中國國民黨,9,4,0,NA
710217,710,2,19,19,12,12,民主進步黨,9,0,3,*
710219,710,2,2,9,7,96,民主進步黨,9,0,4,NA
710220,710,2,2,19,7,96,民主進步黨,9,0,4,NA
710222,710,2,2,2,2,96,民主進步黨,9,0,4,NA
710226,710,2,97,97,2,96,民主進步黨,9,0,2,NA
715102,715,1,1,1,1,96,中國國民黨,9,4,0,NA
715103,715,2,97,97,12,1,民主進步黨,9,1,1,NA
715104,715,97,97,97,12,12,民主進步黨,9,0,0,NA
715106,715,2,2,6,12,12,民主進步黨,9,0,3,NA
715108,715,2,4,4,12,12,中國國民黨,9,1,1,NA
715111,715,96,92,96,2,96,沒有投票權(跳答h8),9,0,1,NA
715113,715,98,4,4,12,12,中國國民黨,9,1,0,NA
715114,715,96,96,96,12,12,民主進步黨,9,0,0,NA
715116,715,2,91,4,12,10,投廢票,9,1,2,NA
715118,715,3,98,4,12,12,中國國民黨,9,2,0,NA
715119,715,1,97,97,12,12,中國國民黨,9,1,0,NA
715120,715,96,96,96,7,96,民主進步黨,9,0,1,NA
715121,715,2,97,97,12,12,民主進步黨,9,0,1,NA
715122,715,2,2,97,12,12,民主進步黨,9,0,2,NA
715123,715,97,2,97,12,12,民主進步黨,9,0,1,NA
715201,715,96,96,96,12,12,民主進步黨,9,0,0,NA
715204,715,2,2,2,2,96,民主進步黨,9,0,4,NA
715205,715,98,98,98,12,2,民主進步黨,9,0,1,NA
715206,715,1,2,4,12,12,民主進步黨,9,2,1,NA
715207,715,3,1,4,1,96,中國國民黨,9,4,0,NA
715208,715,1,1,1,12,9,中國國民黨,9,4,0,NA
715209,715,2,1,97,12,12,中國國民黨,9,1,1,NA
715210,715,98,1,98,12,12,中國國民黨,9,1,0,NA
715211,715,96,96,96,12,12,中國國民黨,9,0,0,NA
715213,715,96,96,96,11,11,民主進步黨,9,0,0,NA
715214,715,1,1,1,12,9,中國國民黨,9,4,0,NA
715215,715,2,91,9,2,96,投廢票,9,0,3,NA
715216,715,96,96,96,12,12,中國國民黨,9,0,0,NA
715217,715,1,1,1,1,96,中國國民黨,9,4,0,NA
715220,715,2,2,2,12,12,民主進步黨,9,0,3,NA
715221,715,3,2,2,12,12,民主進步黨,9,1,2,NA
715222,715,97,97,97,12,12,民主進步黨,9,0,0,NA
715224,715,96,96,96,12,2,民主進步黨,9,0,1,NA
721101,721,2,2,2,2,96,民主進步黨,9,0,4,NA
721102,721,2,2,2,2,96,民主進步黨,9,0,4,NA
721105,721,2,90,1,12,12,民主進步黨,9,1,1,NA
721106,721,2,2,19,12,10,民主進步黨,9,0,4,NA
721109,721,2,2,2,12,2,民主進步黨,9,0,4,NA
721110,721,2,2,2,12,2,民主進步黨,9,0,4,NA
721111,721,2,19,18,12,12,民主進步黨,9,0,2,NA
721112,721,2,2,2,2,96,民主進步黨,9,0,4,NA
721113,721,2,2,2,2,96,民主進步黨,9,0,4,NA
721115,721,96,96,96,12,1,中國國民黨,9,1,0,NA
721116,721,2,97,97,97,97,民主進步黨,9,0,1,NA
721118,721,96,96,96,12,12,民主進步黨,9,0,0,NA
721121,721,2,2,97,12,2,民主進步黨,9,0,3,NA
721122,721,2,2,2,12,12,民主進步黨,9,0,3,NA
721124,721,2,2,2,12,12,民主進步黨,9,0,3,NA
721203,721,2,2,97,2,96,民主進步黨,9,0,3,NA
721205,721,2,2,2,2,96,民主進步黨,9,0,4,NA
721209,721,96,96,96,12,12,民主進步黨,9,0,0,NA
721212,721,2,2,19,12,2,民主進步黨,9,0,4,NA
721214,721,2,19,19,12,12,民主進步黨,9,0,3,*
721215,721,2,2,2,2,96,民主進步黨,9,0,4,NA
721216,721,3,2,4,12,2,民主進步黨,9,2,2,NA
721217,721,2,2,2,2,96,民主進步黨,9,0,4,NA
721219,721,2,2,97,12,12,民主進步黨,9,0,2,NA
721220,721,2,2,2,2,96,民主進步黨,9,0,4,NA
721222,721,2,2,19,2,96,民主進步黨,9,0,4,NA
721223,721,2,2,2,2,96,民主進步黨,9,0,4,NA
744101,744,1,1,1,12,12,中國國民黨,9,3,0,NA
744103,744,2,2,2,2,96,民主進步黨,9,0,4,NA
744106,744,96,96,96,12,12,民主進步黨,9,0,0,NA
744108,744,96,96,96,12,12,民主進步黨,9,0,0,NA
744111,744,2,2,2,12,12,民主進步黨,9,0,3,NA
744114,744,96,96,96,12,12,民主進步黨,9,0,0,NA
744115,744,1,1,1,1,96,中國國民黨,9,4,0,NA
744116,744,2,2,2,2,96,民主進步黨,9,0,4,NA
744117,744,2,2,2,12,2,民主進步黨,9,0,4,NA
744118,744,3,4,4,12,12,中國國民黨,9,2,0,NA
744120,744,96,96,96,12,12,中國國民黨,9,0,0,NA
744201,744,1,1,1,12,12,中國國民黨,9,3,0,NA
744204,744,2,2,2,12,12,民主進步黨,9,0,3,NA
744206,744,2,2,19,12,12,民主進步黨,9,0,3,NA
744207,744,98,98,98,12,12,中國國民黨,9,0,0,NA
744208,744,2,2,19,2,96,民主進步黨,9,0,4,NA
744211,744,2,2,2,2,96,民主進步黨,9,0,4,NA
744213,744,96,96,96,12,12,中國國民黨,9,0,0,NA
744217,744,96,96,96,2,96,民主進步黨,9,0,1,NA
744222,744,2,2,2,12,12,民主進步黨,9,0,3,NA
744223,744,96,96,96,12,12,民主進步黨,9,0,0,NA
802104,802,2,2,2,2,96,民主進步黨,9,0,4,NA
802111,802,2,2,2,12,1,民主進步黨,9,1,3,NA
802112,802,1,1,1,12,12,中國國民黨,9,3,0,NA
802113,802,2,97,2,12,12,民主進步黨,9,0,2,NA
802115,802,2,2,2,10,2,民主進步黨,9,0,5,NA
802117,802,4,1,91,12,12,中國國民黨,9,1,0,NA
802120,802,1,1,3,9,1,中國國民黨,9,5,0,NA
802121,802,98,98,98,12,12,中國國民黨,9,0,0,NA
802122,802,2,2,1,12,12,民主進步黨,9,1,2,NA
802123,802,1,1,1,9,1,中國國民黨,9,5,0,NA
802124,802,2,2,2,2,96,民主進步黨,9,0,4,NA
802125,802,2,2,2,1,96,民主進步黨,9,1,3,NA
802129,802,96,92,96,12,12,沒有投票權(跳答h8),9,0,0,NA
802134,802,2,2,2,2,96,民主進步黨,9,0,4,NA
802202,802,2,97,2,12,12,民主進步黨,9,0,2,NA
802204,802,3,4,3,12,12,中國國民黨,9,2,0,NA
802205,802,4,19,19,12,12,時代力量,9,0,2,NA
802206,802,2,2,2,12,2,民主進步黨,9,0,4,NA
802207,802,96,96,96,12,3,中國國民黨,9,1,0,NA
802208,802,96,96,96,12,12,民主進步黨,9,0,0,NA
802209,802,2,2,19,12,12,民主進步黨,9,0,3,NA
802210,802,96,96,96,12,1,中國國民黨,9,1,0,NA
802211,802,2,2,19,2,96,民主進步黨,9,0,4,NA
802213,802,1,1,1,12,12,中國國民黨,9,3,0,NA
802215,802,96,96,96,12,2,中國國民黨,9,0,1,NA
802216,802,1,91,91,1,96,投廢票,9,2,0,NA
802220,802,96,92,96,12,8,沒有投票權(跳答h8),9,0,0,NA
802221,802,2,2,19,7,96,民主進步黨,9,0,4,NA
802222,802,96,96,96,12,12,中國國民黨,9,0,0,NA
802223,802,2,2,2,7,96,民主進步黨,9,0,4,NA
802224,802,3,19,23,12,7,時代力量,9,1,2,NA
802226,802,2,2,2,1,96,民主進步黨,9,1,3,NA
802228,802,96,96,96,12,12,民主進步黨,9,0,0,NA
802229,802,96,96,96,12,12,中國國民黨,9,0,0,NA
802232,802,96,96,96,12,12,民主進步黨,9,0,0,NA
802233,802,3,97,97,12,12,中國國民黨,9,1,0,NA
804101,804,96,96,96,12,12,中國國民黨,9,0,0,NA
804102,804,96,92,96,12,12,沒有投票權(跳答h8),9,0,0,NA
804105,804,96,96,96,1,96,中國國民黨,9,1,0,NA
804107,804,1,1,1,1,96,中國國民黨,9,4,0,NA
804109,804,96,96,96,12,1,中國國民黨,9,1,0,NA
804115,804,1,1,1,1,96,中國國民黨,9,4,0,NA
804116,804,2,2,2,2,96,民主進步黨,9,0,4,NA
804119,804,1,1,4,4,96,中國國民黨,9,4,0,NA
804120,804,2,2,6,12,12,民主進步黨,9,0,3,NA
804121,804,2,1,1,12,12,中國國民黨,9,2,1,NA
804122,804,1,1,1,1,96,中國國民黨,9,4,0,NA
804123,804,2,2,91,12,12,民主進步黨,9,0,2,NA
804125,804,98,98,98,12,12,中國國民黨,9,0,0,NA
804128,804,1,1,1,12,12,中國國民黨,9,3,0,NA
804129,804,2,19,19,7,96,民主進步黨,9,0,4,*
804130,804,2,97,6,12,12,民主進步黨,9,0,2,NA
804131,804,3,97,97,12,12,中國國民黨,9,1,0,NA
804133,804,96,96,96,12,12,民主進步黨,9,0,0,NA
804135,804,2,2,2,12,12,民主進步黨,9,0,3,NA
804136,804,1,1,1,1,96,中國國民黨,9,4,0,NA
804201,804,2,97,97,12,12,中國國民黨,9,0,1,NA
804204,804,2,2,2,2,96,民主進步黨,9,0,4,NA
804205,804,2,2,2,2,96,民主進步黨,9,0,4,NA
804208,804,2,2,2,12,12,民主進步黨,9,0,3,NA
804209,804,96,92,96,2,96,沒有投票權(跳答h8),9,0,1,NA
804210,804,2,2,2,2,96,民主進步黨,9,0,4,NA
804211,804,2,2,2,5,96,民主進步黨,9,0,4,NA
804212,804,2,2,2,2,96,民主進步黨,9,0,4,NA
804213,804,2,2,2,2,96,民主進步黨,9,0,4,NA
804215,804,2,2,2,12,2,民主進步黨,9,0,4,NA
804216,804,2,2,2,12,12,民主進步黨,9,0,3,NA
804219,804,2,2,2,12,12,民主進步黨,9,0,3,NA
804220,804,3,91,91,12,12,投廢票,9,1,0,NA
804221,804,2,2,2,2,96,民主進步黨,9,0,4,NA
804223,804,2,2,2,2,96,民主進步黨,9,0,4,NA
804224,804,2,97,97,12,12,民主進步黨,9,0,1,NA
804227,804,2,2,1,12,12,民主進步黨,9,1,2,NA
804231,804,2,2,2,2,96,民主進步黨,9,0,4,NA
804233,804,2,2,2,2,96,民主進步黨,9,0,4,NA
804234,804,2,2,2,2,96,民主進步黨,9,0,4,NA
804236,804,2,2,2,12,12,民主進步黨,9,0,3,NA
806105,806,96,96,96,2,96,民主進步黨,9,0,1,NA
806106,806,4,1,1,12,9,中國國民黨,9,3,0,NA
806107,806,1,1,1,1,96,中國國民黨,9,4,0,NA
806109,806,98,98,98,12,12,中國國民黨,9,0,0,NA
806110,806,98,97,97,12,12,中國國民黨,9,0,0,NA
806113,806,2,2,97,10,10,民主進步黨,9,0,4,NA
806115,806,2,2,19,2,96,民主進步黨,9,0,4,NA
806116,806,96,96,96,6,96,民主進步黨,9,0,0,NA
806117,806,1,1,1,1,96,中國國民黨,9,4,0,NA
806119,806,96,96,96,10,10,中國國民黨,9,0,2,NA
806120,806,2,2,18,12,12,民主進步黨,9,0,2,NA
806121,806,2,2,2,2,96,民主進步黨,9,0,4,NA
806123,806,96,96,96,12,10,中國國民黨,9,0,1,NA
806124,806,2,2,2,2,96,民主進步黨,9,0,4,NA
806128,806,3,97,1,12,12,民主進步黨,9,2,0,NA
806129,806,2,2,2,10,10,民主進步黨,9,0,5,NA
806132,806,98,1,1,1,96,中國國民黨,9,3,0,NA
806202,806,98,91,91,12,12,投廢票,9,0,0,NA
806203,806,2,2,2,2,96,民主進步黨,9,0,4,NA
806217,806,2,2,2,2,96,民主進步黨,9,0,4,NA
806221,806,4,19,97,12,12,時代力量,9,0,1,NA
806223,806,98,97,97,12,12,民主進步黨,9,0,0,NA
806224,806,96,96,96,12,10,民主進步黨,9,0,1,NA
806225,806,96,96,96,9,9,中國國民黨,9,2,0,NA
806226,806,1,1,1,1,96,中國國民黨,9,4,0,NA
806227,806,96,96,96,12,1,中國國民黨,9,1,0,NA
806228,806,96,96,96,12,12,中國國民黨,9,0,0,NA
806229,806,98,97,97,97,12,中國國民黨,9,0,0,NA
806231,806,98,98,98,12,12,民主進步黨,9,0,0,NA
807101,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807104,807,96,96,96,12,12,中國國民黨,9,0,0,NA
807107,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807108,807,96,96,96,12,12,中國國民黨,9,0,0,NA
807109,807,1,1,1,1,96,中國國民黨,9,4,0,NA
807110,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807113,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807114,807,2,2,2,11,2,民主進步黨,9,0,4,NA
807115,807,1,1,1,1,96,中國國民黨,9,4,0,NA
807116,807,96,92,96,2,96,沒有投票權(跳答h8),9,0,1,NA
807118,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807119,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807120,807,1,1,1,1,96,中國國民黨,9,4,0,NA
807121,807,2,2,2,12,12,民主進步黨,9,0,3,NA
807123,807,1,1,1,12,12,中國國民黨,9,3,0,NA
807124,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807126,807,96,96,96,12,12,中國國民黨,9,0,0,NA
807128,807,1,1,1,1,96,中國國民黨,9,4,0,NA
807129,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807131,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807133,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807135,807,1,1,1,1,96,中國國民黨,9,4,0,NA
807136,807,3,1,97,1,96,中國國民黨,9,3,0,NA
807201,807,96,96,96,12,12,中國國民黨,9,0,0,NA
807205,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807209,807,96,96,96,2,96,民主進步黨,9,0,1,NA
807210,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807211,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807212,807,3,21,21,8,96,中國國民黨,9,1,0,NA
807213,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807214,807,1,1,1,1,96,中國國民黨,9,4,0,NA
807215,807,3,97,97,2,96,中國國民黨,9,1,1,NA
807216,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807217,807,96,96,96,12,12,民主進步黨,9,0,0,NA
807220,807,96,96,96,12,12,民主進步黨,9,0,0,NA
807222,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807223,807,2,2,2,12,12,民主進步黨,9,0,3,NA
807227,807,1,1,1,1,96,中國國民黨,9,4,0,NA
807229,807,96,96,96,12,12,中國國民黨,9,0,0,NA
807231,807,2,1,2,12,12,中國國民黨,9,1,2,NA
807232,807,96,96,96,1,96,中國國民黨,9,1,0,NA
807233,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807234,807,1,1,1,1,96,中國國民黨,9,4,0,NA
807235,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807237,807,2,2,2,2,96,民主進步黨,9,0,4,NA
807238,807,2,91,91,12,12,投廢票,9,0,1,NA
815101,815,2,2,2,2,96,民主進步黨,9,0,4,NA
815102,815,2,2,6,2,96,民主進步黨,9,0,4,NA
815103,815,2,2,2,12,10,民主進步黨,9,0,4,NA
815104,815,2,2,19,12,7,民主進步黨,9,0,4,NA
815105,815,2,1,19,12,12,中國國民黨,9,1,2,NA
815106,815,3,1,1,12,12,中國國民黨,9,3,0,NA
815108,815,3,4,4,12,12,中國國民黨,9,2,0,NA
815113,815,2,2,2,2,96,民主進步黨,9,0,4,NA
815114,815,2,2,2,2,96,民主進步黨,9,0,4,NA
815115,815,2,2,2,7,96,民主進步黨,9,0,4,NA
815118,815,1,1,1,1,96,中國國民黨,9,4,0,NA
815122,815,2,97,97,12,12,民主進步黨,9,0,1,NA
815123,815,4,91,91,12,12,投廢票,9,0,0,NA
